record_id,project_id,project_code,project_name,domain,artifact_role,authenticity,publisher,procuring_entity,procurement_agency,source_page_url,download_url,published_date,collected_at,original_filename,local_path,media_type,byte_size,sha256,download_status,access_level,redistribution_status,contains_personal_data,redaction_status,notes
DOC-0001,PRJ-0001,YBJ2025GK0414004,国家医疗保障信息平台业务子系统优化升级和运维项目,it_operations,tender_document,real_public,中国政府采购网,国家医疗保障局大数据中心,北京数字支点国际项目管理有限公司,https://www.ccgp.gov.cn/cggg/zygg/zbgg/202506/t20250620_24815074.htm,https://download.ccgp.gov.cn/oss/download?uuid=FD30F9FAE5DB2A9968C84FFEB695B0,2025-06-20,2026-06-30T11:34:07+08:00,04-国家医疗保障信息平台业务子系统优化升级和运维项目招标文件.pdf,data/raw/PRJ-0001/04-国家医疗保障信息平台业务子系统优化升级和运维项目招标文件.pdf,application/pdf,1719578,a5c44a8f00ac35ddabf3181b6b180afdb8d98599cbe211a291e48f17e925afc4,downloaded,public_no_login,metadata_only,true,not_reviewed,首个真实公开IT运维采购样本；下载及哈希校验完成
